ANNAPOLIS.GOV, 10.160.0.19
WWW.ANCHORIT.GOV, 104.80.31.2
WWW.CPSC.GOV, 104.80.31.2
WWW.POOLSAFELY.GOV, 104.80.31.2
WWW.RECALLS.GOV, 104.80.31.2
WWW.SAFERPRODUCTS.GOV, 104.80.31.2
NSA.GOV, 104.81.144.252
WWW.BUSINESSDEFENSE.GOV, 104.81.144.252
WWW.DOD.GOV, 104.81.144.252
WWW.NSA.GOV, 104.81.144.252
WWW.PENTAGON.GOV, 104.81.144.252
EPIC.GOV, 104.81.145.39
WWW.NTIS.GOV, 104.81.149.220
WWW.WDOL.GOV, 104.81.149.220
EXPORT.GOV, 104.88.5.117
AVIATIONWEATHER.GOV, 104.91.32.186
TSUNAMI.GOV, 104.91.32.186
WEATHER.GOV, 104.91.32.186
WWW.AVIATIONWEATHER.GOV, 104.91.32.186
WWW.TSUNAMI.GOV, 104.91.32.186
WWW.WEATHER.GOV, 104.91.32.186
WWW.IBB.GOV, 104.91.32.220
WWW.ORLANDO.GOV, 104.91.34.100
WWW.BIOMETRICS.GOV, 104.91.35.110
WWW.E-VERIFY.GOV, 104.91.35.110
WWW.EVERIFY.GOV, 104.91.35.110
WWW.USCIS.GOV, 104.91.35.110
WWW.WHITEHOUSE.GOV, 104.91.35.155
WWW.USMISSION.GOV, 104.91.35.166
WWW.DOTIDEAHUB.GOV, 104.91.37.55
WWW.FAA.GOV, 104.91.37.55
WWW.USAJOBS.GOV, 104.91.38.186
WWW.SEC.GOV, 104.91.39.209
WWW.FAFSA.GOV, 104.91.40.105
WWW.STUDENTAID.GOV, 104.91.40.105
WWW.USEMBASSY.GOV, 104.91.40.160
WWW.OPM.GOV, 104.91.40.17
WWW.PMF.GOV, 104.91.40.17
WWW.USAID.GOV, 104.91.41.90
WWW.USPS.GOV, 104.91.42.238
WWW.USASTAFFING.GOV, 104.91.43.164
WWW.EAC.GOV, 104.91.43.81
WWW.CDFIFUND.GOV, 104.91.46.170
WWW.FINANCIALSTABILITY.GOV, 104.91.46.170
WWW.FSOC.GOV, 104.91.46.170
WWW.IRSAUCTIONS.GOV, 104.91.46.170
WWW.IRSSALES.GOV, 104.91.46.170
WWW.MAKINGHOMEAFFORDABLE.GOV, 104.91.46.170
WWW.MHA.GOV, 104.91.46.170
WWW.MYMONEY.GOV, 104.91.46.170
WWW.SIGTARP.GOV, 104.91.46.170
WWW.TREAS.GOV, 104.91.46.170
WWW.USTREAS.GOV, 104.91.46.170
WWW.WORKPLACE.GOV, 104.91.46.170
WWW.CDC.GOV, 104.91.47.99
WWW.TELEWORK.GOV, 104.91.67.141
AI.GOV, 104.91.67.32
WGDP.GOV, 104.91.67.32
WWW.AI.GOV, 104.91.67.32
WWW.BEBEST.GOV, 104.91.67.32
WWW.BUDGET.GOV, 104.91.67.32
WWW.CRISISNEXTDOOR.GOV, 104.91.67.32
WWW.EOP.GOV, 104.91.67.32
WWW.GREATAGAIN.GOV, 104.91.67.32
WWW.OMB.GOV, 104.91.67.32
WWW.ONDCP.GOV, 104.91.67.32
WWW.OSTP.GOV, 104.91.67.32
WWW.WGDP.GOV, 104.91.67.32
WWW.WH.GOV, 104.91.67.32
WWW.WHITEHOUSEDRUGPOLICY.GOV, 104.91.67.32
WWW.FDA.GOV, 104.91.69.118
WWW.INVESTOR.GOV, 104.91.69.163
WWW.CFPA.GOV, 104.91.70.103
WWW.CFPB.GOV, 104.91.70.103
WWW.CONSUMERBUREAU.GOV, 104.91.70.103
WWW.CONSUMERFINANCE.GOV, 104.91.70.103
WWW.CONSUMERFINANCIAL.GOV, 104.91.70.103
WWW.CONSUMERFINANCIALPROTECTIONBUREAU.GOV, 104.91.70.103
WWW.CONSUMERPROTECTION.GOV, 104.91.70.103
WWW.CONSUMERPROTECTIONBUREAU.GOV, 104.91.70.103
WWW.EPIC.GOV, 104.91.73.138
BIOMETRICS.GOV, 104.91.73.208
CBP.GOV, 104.91.73.208
CISA.GOV, 104.91.73.208
DISASTERASSISTANCE.GOV, 104.91.73.208
E-VERIFY.GOV, 104.91.73.208
EVERIFY.GOV, 104.91.73.208
FEMA.GOV, 104.91.73.208
FIRSTRESPONDER.GOV, 104.91.73.208
FIRSTRESPONDERTRAINING.GOV, 104.91.73.208
FLETA.GOV, 104.91.73.208
FLETC.GOV, 104.91.73.208
FLOODSMART.GOV, 104.91.73.208
GLOBALENTRY.GOV, 104.91.73.208
ICE.GOV, 104.91.73.208
LISTO.GOV, 104.91.73.208
NIEM.GOV, 104.91.73.208
READY.GOV, 104.91.73.208
READYBUSINESS.GOV, 104.91.73.208
SECRETSERVICE.GOV, 104.91.73.208
TSA.GOV, 104.91.73.208
USCIS.GOV, 104.91.73.208
WWW.CISA.GOV, 104.91.73.208
WWW.GLOBALENTRY.GOV, 104.91.73.208
DHS.GOV, 104.91.74.30
HOMELANDSECURITY.GOV, 104.91.74.30
WWW.CBP.GOV, 104.91.74.30
WWW.DHS.GOV, 104.91.74.30
WWW.DISASTERASSISTANCE.GOV, 104.91.74.30
WWW.FEMA.GOV, 104.91.74.30
WWW.FIRSTRESPONDER.GOV, 104.91.74.30
WWW.FIRSTRESPONDERTRAINING.GOV, 104.91.74.30
WWW.FLETA.GOV, 104.91.74.30
WWW.FLETC.GOV, 104.91.74.30
WWW.HOMELANDSECURITY.GOV, 104.91.74.30
WWW.ICE.GOV, 104.91.74.30
WWW.LISTO.GOV, 104.91.74.30
WWW.NIEM.GOV, 104.91.74.30
WWW.READY.GOV, 104.91.74.30
WWW.READYBUSINESS.GOV, 104.91.74.30
WWW.SECRETSERVICE.GOV, 104.91.74.30
WWW.TSA.GOV, 104.91.74.30
WWW.US-CERT.GOV, 104.91.74.30
BBG.GOV, 104.91.77.182
IBB.GOV, 104.91.77.182
USAGM.GOV, 104.91.77.182
VOA.GOV, 104.91.77.182
WWW.BBG.GOV, 104.91.77.182
WWW.USAGM.GOV, 104.91.77.182
FRUITPORTTOWNSHIP-MI.GOV, 107.1.17.43
CITYOFMADERA.GOV, 107.1.78.131
MADERA.GOV, 107.1.78.131
WWW.CITYOFMADERA.GOV, 107.1.78.131
WWW.MADERA.GOV, 107.1.78.131
MIAMISPRINGS-FL.GOV, 107.1.9.231
CITYOFBOSTON.GOV, 107.154.102.10
WWW.WELLINGTONFL.GOV, 107.154.102.111
WWW.ATLASALABAMA.GOV, 107.154.102.197
WWW.IOWAAGING.GOV, 107.154.102.53
BOSTON.GOV, 107.154.102.58
WWW.BOSTON.GOV, 107.154.102.58
WWW.IOWACOLLEGEAID.GOV, 107.154.102.62
WWW.IOWACULTURE.GOV, 107.154.102.66
WWW.CITYOFBOSTON.GOV, 107.154.102.73
WELLINGTONFL.GOV, 107.154.103.111
IOWAAGING.GOV, 107.154.106.53
IOWACOLLEGEAID.GOV, 107.154.106.62
IOWACULTURE.GOV, 107.154.109.66
ATLASALABAMA.GOV, 107.154.110.197
PASCUAYAQUI-NSN.GOV, 107.154.146.14
WWW.PASCUAYAQUI-NSN.GOV, 107.154.146.14
SALMONRECOVERY.GOV, 107.154.146.226
WWW.SALMONRECOVERY.GOV, 107.154.146.226
WWW.SHEBOYGANWI.GOV, 107.154.146.6
PAYSONAZ.GOV, 107.154.147.48
MNCOURTS.GOV, 107.162.142.179
MORONGO-NSN.GOV, 107.170.216.173
STMARYSPA.GOV, 107.180.1.231
SAUGERTIESNY.GOV, 107.180.1.238
PUTNAMCOUNTYNY.GOV, 107.180.114.83
CLARKSVILLEAR.GOV, 107.180.20.86
CITYOFMACON-MO.GOV, 107.180.20.89
SOCIALCIRCLEGA.GOV, 107.180.23.215
GLADWINCOUNTY-MI.GOV, 107.180.25.0
WWW.GLADWINCOUNTY-MI.GOV, 107.180.25.0
POOLER-GA.GOV, 107.180.26.178
SOBOBA-NSN.GOV, 107.180.26.70
ROSSLYNFARMSPA.GOV, 107.180.26.71
AUGUSTINETRIBE-NSN.GOV, 107.180.27.234
LCO-NSN.GOV, 107.180.28.166
WAYNESBURGPA.GOV, 107.180.3.150
EASTONMD.GOV, 107.180.3.244
CHARLTONCOUNTYGA.GOV, 107.180.3.245
THORNEBAY-AK.GOV, 107.180.3.87
DUDLEYMA.GOV, 107.180.38.39
CITYOFMILLBROOK-AL.GOV, 107.180.4.125
TALLASSEEAL.GOV, 107.180.4.134
PITTSFIELDNH.GOV, 107.180.4.48
PEACHTREECITYGA.GOV, 107.180.4.71
VIRGINIAGARDENS-FL.GOV, 107.180.40.36
COFFEECOUNTY-GA.GOV, 107.180.41.149
TOWNOFWALWORTHNY.GOV, 107.180.41.238
SCC-NSN.GOV, 107.180.41.245
VERNONTWP-PA.GOV, 107.180.43.18
TOOELECOUNTYUT.GOV, 107.180.44.131
WARRICKCOUNTY.GOV, 107.180.46.153
WWW.WARRICKCOUNTY.GOV, 107.180.46.153
GROTON-CT.GOV, 107.180.46.208
BILLINGSCOUNTYND.GOV, 107.180.46.214
HESPERIACA.GOV, 107.180.46.243
TOLOWA-NSN.GOV, 107.180.47.119
MARQUETTEMI.GOV, 107.180.48.116
NARBERTHPA.GOV, 107.180.48.123
WWW.NARBERTHPA.GOV, 107.180.48.123
CITYOFMONONGAHELA-PA.GOV, 107.180.48.248
STEVENSCOUNTYWA.GOV, 107.180.48.95
STEPHENVILLETX.GOV, 107.180.50.170
FENTRESSCOUNTYTN.GOV, 107.180.50.233
EASTLANDTEXAS.GOV, 107.180.50.236
NOLAOIG.GOV, 107.180.51.2
HOWARDCOUNTYMD.GOV, 107.180.51.2
NOLAIPM.GOV, 107.180.51.6
PINOLEVILLE-NSN.GOV, 107.180.56.151
LEEDSALABAMA.GOV, 107.180.58.62
LANESBORO-MN.GOV, 107.180.6.48
HRPDCVA.GOV, 107.180.68.183
CHATHAM-VA.GOV, 107.180.68.91
VIRGINIARESOURCES.GOV, 107.180.71.192
AHOSKIENC.GOV, 107.180.77.84
WINDSOR-VA.GOV, 107.180.77.84
BLANDCOUNTYVA.GOV, 107.180.77.84
SUSSEXCOUNTYVA.GOV, 107.180.77.84
TRUMAN.GOV, 107.20.150.251
HAYWARD-CA.GOV, 107.20.172.107
WWW.HAYWARD-CA.GOV, 107.20.172.107
NY.GOV, 107.20.176.212
HC.GOV, 107.20.179.216
STONECOUNTYMS.GOV, 107.206.45.1
BAYAREAMETRO.GOV, 107.21.104.61
WWW.BAYAREAMETRO.GOV, 107.21.104.61
NCREC.GOV, 107.21.119.228
CNCSOIG.GOV, 107.21.209.38
WWW.CNCSOIG.GOV, 107.21.209.38
WWW.VIRGINIA.GOV, 107.21.21.105
MILLIKENCOLORADO.GOV, 107.21.236.37
TOWNOFTROPICUT.GOV, 107.21.236.37
FERNDALEMI.GOV, 107.21.7.33
WWW.FERNDALEMI.GOV, 107.21.7.33
WWW.MESQUITENV.GOV, 107.21.7.33
WWW.NEWARKNJ.GOV, 107.21.7.33
WWW.RICHMONDINDIANA.GOV, 107.21.7.33
ALABCBOARD.GOV, 107.22.175.16
NPS.GOV, 107.23.116.164
ACF.GOV, 107.23.189.218
BRYCECANYONCITYUT.GOV, 107.23.28.79
GRANTSOLUTIONS.GOV, 107.23.94.46
CLIFTONFORGEVA.GOV, 107.6.137.118
WWW.CLIFTONFORGEVA.GOV, 107.6.137.118
STATESBOROGA.GOV, 108.160.152.45
WWW.STATESBOROGA.GOV, 108.160.152.45
ROGERSMN.GOV, 108.163.199.110
WWW.HARMARTOWNSHIP-PA.GOV, 108.167.135.106
HANOVERBOROUGHPA.GOV, 108.167.135.116
WWW.CITYOFCRISFIELD-MD.GOV, 108.167.135.121
WWW.HANOVERBOROUGHPA.GOV, 108.167.135.71
TOWNOFCROWNPOINTNY.GOV, 108.167.140.121
WWW.TOWNOFCROWNPOINTNY.GOV, 108.167.140.121
BAYVILLENY.GOV, 108.167.141.120
VOLENTETEXAS.GOV, 108.167.143.109
LOGANCOUNTYIL.GOV, 108.167.143.243
PERRY-GA.GOV, 108.167.150.198
WWW.PERRY-GA.GOV, 108.167.150.198
LACKAWANNANY.GOV, 108.167.158.56
CAMBRIDGENY.GOV, 108.167.183.249
ABMC.GOV, 108.178.29.130
HOWARDCOUNTYIN.GOV, 108.178.29.26
WWW.HOWARDCOUNTYIN.GOV, 108.178.29.26
STARNC.GOV, 108.179.213.70
MILLSWY.GOV, 108.179.232.150
WATERVILLE-ME.GOV, 108.179.254.144
WINSLOW-ME.GOV, 108.179.254.144
WWW.WATERVILLE-ME.GOV, 108.179.254.144
WWW.WINSLOW-ME.GOV, 108.179.254.144
MONROEGA.GOV, 108.59.208.30
ROME-NY.GOV, 109.199.100.49
WWW.ROME-NY.GOV, 109.199.100.49
DECATURIL.GOV, 109.199.108.49
DECATURILLINOIS.GOV, 109.199.108.49
LAKESTATION-IN.GOV, 109.199.110.214
SISTERBAYWI.GOV, 109.199.115.170
WWW.SISTERBAYWI.GOV, 109.199.115.170
WILLIAMSTOWNMA.GOV, 109.199.115.220
KENNESAW-GA.GOV, 109.199.98.147
RENOTX.GOV, 109.199.99.61
FRANKLINPA.GOV, 109.203.108.161
WWW.FRANKLINPA.GOV, 109.203.108.161
JIV-NSN.GOV, 109.73.230.98
WWW.PANYNJ.GOV, 12.1.49.39
WWW.CITYOFLAPORTEIN.GOV, 12.105.24.198
FULTONCOUNTYGA.GOV, 12.130.209.3
WWW.FULTONCOUNTYGA.GOV, 12.130.209.3
CPNIREPORTING.GOV, 12.131.130.209
WWW.CPNIREPORTING.GOV, 12.131.130.209
FMC.GOV, 12.133.121.90
WWW.FMC.GOV, 12.133.121.90
ARC.GOV, 12.133.122.102
WWW.ARC.GOV, 12.133.122.102
SEBASTIANCOUNTYAR.GOV, 12.133.41.203
WWW.SEBASTIANCOUNTYAR.GOV, 12.133.41.203
ABILITYONE.GOV, 12.14.12.19
JWOD.GOV, 12.14.12.19
WWW.ABILITYONE.GOV, 12.14.12.19
WWW.JWOD.GOV, 12.14.12.19
MCC.GOV, 12.14.14.38
NLRB.GOV, 12.150.176.65
WWW.NLRB.GOV, 12.150.176.65
WYOMINGMI.GOV, 12.150.48.143
WWW.WYOMINGMI.GOV, 12.150.48.143
LAFAYETTELA.GOV, 12.166.209.100
WWW.LAFAYETTELA.GOV, 12.166.209.100
CSB.GOV, 12.167.4.53
SAFETYVIDEOS.GOV, 12.167.4.53
WWW.CSB.GOV, 12.167.4.53
WWW.SAFETYVIDEOS.GOV, 12.167.4.53
LEXINGTONNC.GOV, 12.173.227.206
WWW.LEXINGTONNC.GOV, 12.173.227.206
WWW.GLYNNCOUNTY-GA.GOV, 12.179.110.137
PIKECOUNTY-MO.GOV, 12.179.56.218
OREGONATTORNEYGENERAL.GOV, 12.180.54.7
OREGONCHILDSUPPORT.GOV, 12.180.54.7
OREGONCONSUMER.GOV, 12.180.54.7
ADAMSCOUNTYMS.GOV, 12.182.220.164
COVINGTONCOUNTYMS.GOV, 12.182.220.98
GREENECOUNTYMS.GOV, 12.182.220.98
JEFFERSONCOUNTYMS.GOV, 12.182.220.98
WWW.JEFFERSONCOUNTYMS.GOV, 12.182.220.98
WWW.STONECOUNTYMS.GOV, 12.182.220.98
HARP.GOV, 12.183.69.21
WWW.HARP.GOV, 12.183.69.21
OSC.GOV, 12.183.70.157
WWW.OSC.GOV, 12.183.70.157
PERMITTINGROGERSAR.GOV, 12.187.77.21
WWW.PERMITTINGROGERSAR.GOV, 12.187.77.21
ILLINOISCOMPTROLLER.GOV, 12.189.118.35
ARDOT.GOV, 12.19.214.77
WWW.ARDOT.GOV, 12.19.214.77
NIAGARAFALLSNY.GOV, 12.19.228.244
FRANKLIN-TN.GOV, 12.204.218.5
WWW.FRANKLIN-TN.GOV, 12.204.218.5
SNO-NSN.GOV, 12.207.176.180
WWW.SNO-NSN.GOV, 12.207.176.180
ARENACCOUNTYMI.GOV, 12.221.137.40
BAYCOUNTY-MI.GOV, 12.221.137.40
WWW.BAYCOUNTY-MI.GOV, 12.221.137.72
PITTSBURGCA.GOV, 12.237.144.229
WWW.PITTSBURGCA.GOV, 12.237.144.229
NJCOURTS.GOV, 12.33.141.60
WWW.NJCOURTS.GOV, 12.33.141.60
WESTHARTFORDCT.GOV, 12.41.146.212
WWW.WESTHARTFORDCT.GOV, 12.41.146.212
ILGA.GOV, 12.43.67.2
OSHRC.GOV, 12.53.30.245
WWW.OSHRC.GOV, 12.53.30.245
NWTRB.GOV, 12.53.30.75
WWW.NWTRB.GOV, 12.53.30.75
BENTONCOUNTYAR.GOV, 12.7.27.140
WWW.BENTONCOUNTYAR.GOV, 12.7.27.140
GULFPORT-MS.GOV, 12.7.44.165
WWW.GULFPORT-MS.GOV, 12.7.44.165
MSPB.GOV, 12.96.41.52
WWW.MSPB.GOV, 12.96.41.52
USAID.GOV, 12.96.42.215
FEEDTHEFUTURE.GOV, 12.96.42.230
CITYOFMETTERGA.GOV, 127.0.0.1
HAVANAIL.GOV, 127.0.0.1
ALADA.GOV, 127.0.0.1
WWW.DOJ.GOV, 127.0.0.1
HHSOPS.GOV, 127.0.0.9
CNCS.GOV, 128.121.39.10
CNS.GOV, 128.121.39.10
WWW.CNCS.GOV, 128.121.39.10
WWW.CNS.GOV, 128.121.39.10
ENERGYSTAR.GOV, 128.121.47.113
WWW.RESEARCH.GOV, 128.150.221.182
RESEARCH.GOV, 128.150.221.194
NSF.GOV, 128.150.4.107
WWW.NSF.GOV, 128.150.4.107
SAC.GOV, 128.150.4.144
WWW.SAC.GOV, 128.150.4.144
WWW.NCRC.GOV, 128.219.138.10
WWW.NCCS.GOV, 128.219.138.9
FUELECONOMY.GOV, 128.219.178.32
ARM.GOV, 128.219.248.38
WWW.ARM.GOV, 128.219.248.38
DIABETESCOMMITTEE.GOV, 128.231.148.27
TOX21.GOV, 128.231.19.108
HEARTTRUTH.GOV, 128.231.54.233
HHSOIG.GOV, 128.231.89.150
WWW.HHSOIG.GOV, 128.231.89.150
WWW.NERSC.GOV, 128.55.209.20
NERSC.GOV, 128.55.209.32
CITYOFFARMERSVILLE-CA.GOV, 128.92.12.162
RENONV.GOV, 128.92.132.30
FRAMES.GOV, 129.101.202.234
9-11COMMISSION.GOV, 129.120.93.242
911COMMISSION.GOV, 129.120.93.242
FCIC.GOV, 129.120.93.242
WARTIMECONTRACTING.GOV, 129.120.93.242
WWW.9-11COMMISSION.GOV, 129.120.93.242
WWW.911COMMISSION.GOV, 129.120.93.242
WWW.FCIC.GOV, 129.120.93.242
WWW.WARTIMECONTRACTING.GOV, 129.120.93.242
HURRICANES.GOV, 129.15.96.21
SWORM.GOV, 129.15.96.21
WWW.LPS.GOV, 129.2.108.8
SMOKEFREE.GOV, 129.43.254.27
CANCER.GOV, 129.43.254.31
WWW.CANCER.GOV, 129.43.254.31
EVERYTRYCOUNTS.GOV, 129.43.254.39
WWW.EVERYTRYCOUNTS.GOV, 129.43.254.39
NCIFCRF.GOV, 129.43.40.11
WWW.NCIFCRF.GOV, 129.43.40.11
DNSOPS.GOV, 129.6.100.203
WWW.DNSOPS.GOV, 129.6.100.203
STANDARDS.GOV, 129.6.13.115
NEHRP.GOV, 129.6.13.131
WWW.TIME.GOV, 129.6.13.35
MANUFACTURING.GOV, 129.6.13.49
NIST.GOV, 129.6.13.49
PSCR.GOV, 129.6.13.49
MGI.GOV, 129.6.24.34
AL-LEGISLATURE.GOV, 129.66.13.246
ALHOUSE.GOV, 129.66.13.246
ALSENATE.GOV, 129.66.13.246
GILMERCOUNTYWV.GOV, 129.71.117.100
WVLEGISLATURE.GOV, 129.71.164.30
WWW.WVLEGISLATURE.GOV, 129.71.164.30
WVSPEAKER.GOV, 129.71.164.43
WWW.WVSPEAKER.GOV, 129.71.164.43
WVPRESIDENT.GOV, 129.71.164.44
WWW.WVPRESIDENT.GOV, 129.71.164.44
WWW.STATEOFWV.GOV, 129.71.204.206
WVINSURANCE.GOV, 129.71.223.88
WWW.WVINSURANCE.GOV, 129.71.223.88
WWW.WVREVENUE.GOV, 129.71.224.144
WVPURCHASING.GOV, 129.71.224.196
WWW.WVDHSEM.GOV, 129.71.224.196
B4WV.GOV, 129.71.224.198
BUSINESS4WV.GOV, 129.71.224.198
WWW.B4WV.GOV, 129.71.224.198
WWW.BUSINESS4WV.GOV, 129.71.224.198
WVOT.GOV, 129.71.224.67
WVSURPLUS.GOV, 129.71.224.67
WWW.WVOT.GOV, 129.71.224.67
WWW.WVPURCHASING.GOV, 129.71.224.67
WWW.WVSENIORSERVICES.GOV, 129.71.224.67
WWW.WVSURPLUS.GOV, 129.71.224.67
WVDNR.GOV, 129.71.224.73
WWW.WVDNR.GOV, 129.71.224.73
WVSTO.GOV, 129.71.225.6
WWW.WVSTO.GOV, 129.71.225.6
TRANSPARENCYWV.GOV, 129.71.236.65
WVCHECKBOOK.GOV, 129.71.236.65
WWW.TRANSPARENCYWV.GOV, 129.71.236.65
WWW.WVCHECKBOOK.GOV, 129.71.236.65
WVOASIS.GOV, 129.71.236.67
WWW.WVOASIS.GOV, 129.71.236.67
WWW.WVSAO.GOV, 129.71.236.72
MYCREDITUNION.GOV, 13.248.136.5
NCUA.GOV, 13.248.136.5
AZTRANSPORTATIONBOARD.GOV, 13.33.33.129
SEMINOLECOUNTYFL.GOV, 13.33.33.152
RECREATION.GOV, 13.35.78.117
CONWAYARKANSAS.GOV, 13.66.20.128
ACL.GOV, 13.68.101.62
WWW.ACL.GOV, 13.68.101.62
DELCOPA.GOV, 13.68.29.136
WWW.DELCOPA.GOV, 13.68.29.136
HANCOCKCOUNTYGA.GOV, 13.72.110.24
WASHINGTONCOUNTYGA.GOV, 13.72.110.24
AMERICORP.GOV, 13.72.15.107
AMERICORPS.GOV, 13.72.15.107
JOINAMERICORPS.GOV, 13.72.15.107
MENTOR.GOV, 13.72.15.107
MLKDAY.GOV, 13.72.15.107
SENIORCORPS.GOV, 13.72.15.107
SERVE.GOV, 13.72.15.107
VOLUNTEERINGINAMERICA.GOV, 13.72.15.107
WWW.AMERICORP.GOV, 13.72.15.107
WWW.AMERICORPS.GOV, 13.72.15.107
WWW.JOINAMERICORPS.GOV, 13.72.15.107
WWW.MENTOR.GOV, 13.72.15.107
WWW.MLKDAY.GOV, 13.72.15.107
WWW.SENIORCORPS.GOV, 13.72.15.107
WWW.SERVE.GOV, 13.72.15.107
WWW.VOLUNTEERINGINAMERICA.GOV, 13.72.15.107
CENDI.GOV, 13.72.15.89
WWW.CENDI.GOV, 13.72.15.89
SDLEGISLATURE.GOV, 13.72.188.183
WWW.SDLEGISLATURE.GOV, 13.72.188.183
MTCOUNTYRESULTS.GOV, 13.72.190.232
WWW.MTCOUNTYRESULTS.GOV, 13.72.190.232
NRC-GATEWAY.GOV, 13.72.8.221
WWW.NRC-GATEWAY.GOV, 13.72.8.221
RAVENNAOH.GOV, 13.82.101.179
WWW.RAVENNAOH.GOV, 13.82.101.179
BAYHARBORISLANDS-FL.GOV, 13.92.226.171
WWW.SCDHHS.GOV, 130.127.205.17
NLM.GOV, 130.14.16.110
WWW.NLM.GOV, 130.14.16.110
LOCATORPLUS.GOV, 130.14.16.150
WWW.LOCATORPLUS.GOV, 130.14.16.150
MEDLINEPLUS.GOV, 130.14.16.160
WWW.MEDLINEPLUS.GOV, 130.14.16.160
DOCLINE.GOV, 130.14.16.170
WWW.DOCLINE.GOV, 130.14.16.170
ENDINGTHEDOCUMENTGAME.GOV, 130.14.16.197
WWW.ENDINGTHEDOCUMENTGAME.GOV, 130.14.16.197
MESH.GOV, 130.14.16.4
WWW.MESH.GOV, 130.14.16.4
PUBMED.GOV, 130.14.29.109
WWW.CLINICALTRIALS.GOV, 130.14.81.50
BNL.GOV, 130.199.3.21
WWW.BNL.GOV, 130.199.3.21
STILLWATERCOUNTYMT.GOV, 130.211.182.96
WIGRANTS.GOV, 130.47.252.68
FNAL.GOV, 131.225.105.239
WWW.FNAL.GOV, 131.225.105.239
LBL.GOV, 131.243.228.58
TAPPAHANNOCK-VA.GOV, 132.148.202.22
QUAYCOUNTY-NM.GOV, 132.148.224.140
MASSACCOUNTYIL.GOV, 132.148.236.90
HEMPSTEADTOWNNY.GOV, 132.148.251.161
ABINGDON-VA.GOV, 132.148.47.18
BOSSIERPARISHLA.GOV, 132.148.88.224
HI.GOV, 132.160.216.10
WWW.MYHAWAII.GOV, 132.160.216.51
TIME.GOV, 132.163.4.22
FFIEC.GOV, 132.200.148.131
WWW.FFIEC.GOV, 132.200.148.131
FEDERALRESERVE.GOV, 132.200.148.151
WWW.FEDERALRESERVE.GOV, 132.200.148.151
FBIIC.GOV, 132.200.148.157
WWW.FBIIC.GOV, 132.200.148.157
WWW.FEDERALRESERVE2013.GOV, 132.200.32.200
FRB.GOV, 132.200.32.34
IOWASTEM.GOV, 134.161.7.52
WWW.IOWASTEM.GOV, 134.161.7.52
PACIFICFLYWAY.GOV, 134.186.52.46
FEDCENTER.GOV, 134.67.100.62
WWW.FEDCENTER.GOV, 134.67.100.62
EPA.GOV, 134.67.21.34
RELOCATEFEDS.GOV, 134.67.21.34
URBANWATERS.GOV, 134.67.21.34
WWW.RELOCATEFEDS.GOV, 134.67.21.34
WWW.URBANWATERS.GOV, 134.67.21.34
AIRNOW.GOV, 134.67.21.55
GLNPO.GOV, 134.67.242.20
E-ENTERPRISE.GOV, 134.67.45.252
REGULATIONS.GOV, 134.67.98.71
WWW.REGULATIONS.GOV, 134.67.98.71
FDMS.GOV, 134.67.98.73
WWW.FDMS.GOV, 134.67.98.73
FOIAONLINE.GOV, 134.67.98.88
BFEM.GOV, 134.67.99.21
ALBEMARLENC.GOV, 135.84.124.101
WWW.ALBEMARLENC.GOV, 135.84.124.101
WWW.ARCADIACA.GOV, 135.84.124.101
WWW.ARLINGTONMA.GOV, 135.84.124.101
WWW.BARRINGTON-IL.GOV, 135.84.124.101
ABILENETX.GOV, 135.84.124.102
BEECAVETEXAS.GOV, 135.84.124.102
CUTLERBAY-FL.GOV, 135.84.124.102
BRAZORIACOUNTYTX.GOV, 135.84.124.102
CASSCOUNTYND.GOV, 135.84.124.102
WWW.AVONDALEAZ.GOV, 135.84.124.102
WWW.BELMONT.GOV, 135.84.124.102
WWW.BENDOREGON.GOV, 135.84.124.102
WWW.BURBANKCA.GOV, 135.84.124.102
WWW.CATHEDRALCITY.GOV, 135.84.124.102
WWW.CHIPPEWAFALLS-WI.GOV, 135.84.124.102
WWW.CHULAVISTACA.GOV, 135.84.124.102
WWW.ENGLEWOODCO.GOV, 135.84.124.102
WWW.FAIRHOPEAL.GOV, 135.84.124.102
WWW.GERMANTOWN-TN.GOV, 135.84.124.102
WWW.GILBERTAZ.GOV, 135.84.124.102
WWW.GREENBELTMD.GOV, 135.84.124.102
WWW.HERNDON-VA.GOV, 135.84.124.102
WWW.HURSTTX.GOV, 135.84.124.102
WWW.KENTWA.GOV, 135.84.124.102
WWW.LINCOLNCA.GOV, 135.84.124.102
WWW.ODESSA-TX.GOV, 135.84.124.102
WWW.PECOSTX.GOV, 135.84.124.102
WWW.SOUTHPASADENACA.GOV, 135.84.124.102
WWW.BEDFORDCOUNTYVA.GOV, 135.84.124.102
WWW.CASSCOUNTYND.GOV, 135.84.124.102
WWW.COLLIERCOUNTYFL.GOV, 135.84.124.102
WWW.FAUQUIERCOUNTY.GOV, 135.84.124.102
WWW.GUILFORDCOUNTYNC.GOV, 135.84.124.102
WWW.JACKSONCOUNTY-IL.GOV, 135.84.124.102
WWW.JASPERCOUNTYSC.GOV, 135.84.124.102
CEDARPARKTEXAS.GOV, 135.84.124.103
OAKLAWN-IL.GOV, 135.84.124.103
SANTACLARACA.GOV, 135.84.124.103
WWW.BLACKSBURG.GOV, 135.84.124.103
WWW.BRENTWOODTN.GOV, 135.84.124.103
WWW.CEDARPARKTEXAS.GOV, 135.84.124.103
